title,Chevalier_mentions,Espaillat_mentions,mention_score,top_250_words
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'mamdani', 'new', 'opposing', 'political', 'president', 'primary', 'republican', 'seat', 'ap', 'socialists', 'square', 'tests', 'thomas', 'trump', 'washington', 'york', 'mayor', 'lost', 'artificial', 'clout', 'backing', 'beaumont', 'bedayn', 'candidates', 'chosen', 'city', 'donald', 'jesse', 'factions', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'zohran']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'mamdani', 'new', 'opposing', 'political', 'president', 'primary', 'republican', 'seat', 'ap', 'socialists', 'square', 'tests', 'thomas', 'trump', 'washington', 'york', 'mayor', 'lost', 'artificial', 'clout', 'backing', 'beaumont', 'bedayn', 'candidates', 'chosen', 'city', 'donald', 'jesse', 'factions', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'zohran']"
"Tuesday, June 23, 2026 (7:00 a.m. GMT)",0,1,1.0,"['video', 'photo', 'minister', 'new', 'european', 'city', 'president', 'country', 'german', 'tuesday', 'london', 'following', 'efe', 'berlin', 'economic', 'world', 'candidate', 'temperatures', 'union', 'round', 'paris', 'panama', 'united', 'held', 'bolivia', 'mexico', 'anniversary', 'second', 'general', 'right', 'high', 'prime', 'york', 'people', 'report', 'presidential', '2025', 'week', 'election', 'eu', 'party', 'chancellor', 'digital', 'gmt', 'south', 'space', 'state', 'edition', 'oas', 'china', 'states', 'station', 'brussels', 'british', 'heritage', 'chile', 'shaped', 'chinese', 'red', 'representatives', 'face', 'conflict', 'dalian', 'day', 'santiago', 'competition', 'foreign', 'committee', 'department', 'event', 'commission', 'friedrich', 'organized', 'session', 'quito', 'democracy', 'parliament', 'spain', 'presents', 'arrives', 'ukraine', 'merz', 'internal', 'kingdom', 'annual', 'assembly', 'meeting', 'tiangong', 'announcement', 'vote', 'analyzes', 'amid', 'affairs', 'mission', 'investment', 'nearly', 'june', 'bogotá', 'honduras', 'lebanon', 'summer', 'leftist', 'madrid', 'phase', 'pezeshkian', 'payment', 'major', 'main', 'petro', 'peasant', 'pension', 'margin', 'peru', 'louis', 'mamdani', 'percentage', 'pays', 'news', 'los', 'political', 'learns', 'premier', 'preliminary', 'level', 'li', 'power', 'light', 'like', 'portion', 'pons', 'policy', 'pistorius', 'pointing', 'point', 'plenary', 'lima', 'plans', 'listings', 'live', 'logistical', 'place', 'partnerships', 'mark', 'measures', 'marking', 'mongolia', 'ministers', 'opens', 'online', 'officials', 'office', 'offer', 'ocasio', 'observation', 'moment', 'montenegro', 'participation', 'museum', 'nuclear', 'november', 'nation', 'northeastern', 'natural', 'negotiations', 'netanyahu', 'north', 'ordered', 'million', 'military', 'middle', 'participating', 'masud', 'match', 'mayer', 'paraguay', 'mayor', 'non', 'pakistani', 'mediator', 'pakistan', 'package', 'meet', 'pablo', 'overturn', 'overseas', 'outcome', 'organization', 'men', 'ordering', '00', 'reform', 'press', 'taking', 'tribute', 'transforming', 'trains', 'tool', 'today', 'titling', 'titled', 'threat', 'the3million', 'territory', 'tenth', 'tegucigalpa', 'tariff', 'síkela', 'trump', 'sánchez', 'switzerland', 'sunday', 'suffered', 'successes', 'submitted', 'study', 'structure', 'stroessner', 'strategy', 'stories', 'step', 'statement', 'troops', 'try', 'spring', 'vuitton', 'zohran', 'years', 'wrest', 'work', 'wooden', 'withdraw', 'winner', 'wing', 'wildfires', 'weekly', 'weapons', 'wave', 'washington', 'voting', 'unesco', 'votes', 'visiting', 'visit', 'violent', 'victory', 'vice', 'venue', 'valdés', 'use', 'updates']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'mamdani', 'new', 'opposing', 'political', 'president', 'primary', 'republican', 'seat', 'ap', 'socialists', 'square', 'tests', 'thomas', 'trump', 'washington', 'york', 'mayor', 'lost', 'artificial', 'clout', 'backing', 'beaumont', 'bedayn', 'candidates', 'chosen', 'city', 'donald', 'jesse', 'factions', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'zohran']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'mamdani', 'new', 'opposing', 'political', 'president', 'primary', 'republican', 'seat', 'ap', 'socialists', 'square', 'tests', 'thomas', 'trump', 'washington', 'york', 'mayor', 'lost', 'artificial', 'clout', 'backing', 'beaumont', 'bedayn', 'candidates', 'chosen', 'city', 'donald', 'jesse', 'factions', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'zohran']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'mamdani', 'new', 'opposing', 'political', 'president', 'primary', 'republican', 'seat', 'ap', 'socialists', 'square', 'tests', 'thomas', 'trump', 'washington', 'york', 'mayor', 'lost', 'artificial', 'clout', 'backing', 'beaumont', 'bedayn', 'candidates', 'chosen', 'city', 'donald', 'jesse', 'factions', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'zohran']"
"NY Comptroller DiNapoli says he's running on his record, as progressives vie for seat",0,1,1.0,"['state', 'dinapoli', 'new', 'fund', 'said', 'york', 'newstex', 'office', 'goyle', 'warshaw', 'comptroller', 'pension', 'content', 'democratic', 'support', 'authoritative', 'million', 'party', 'israel', 'statewide', 'long', 'public', 'distributors', 'campaign', 'housing', 'political', 'assets', 'incumbent', 'time', 'bonds', 'movement', 'rate', 'spent', 'debate', 'information', 'smikle', 'challengers', 'government', 'fossil', 'companies', 'return', 'tom', 'left', 'fuels', 'wants', 've', 'won', 'like', 'wfp', 'gothamist', 'outperformed', 'kind', 'win', 'served', 'guarantees', 'elected', 'endorsed', 'fifth', 'wasting', 'build', 'true', 'warranties', 'seat', 'says', 'accordingly', 'commentary', 'responsibility', 'leaders', 'primary', 'election', 'working', 'rights', '2007', 'consultant', 'general', 'people', 'climate', 'run', 'line', 'say', 'solely', 'track', 'help', 'views', 'stories', 'need', 'power', 'author', 'delivered', 'race', 'make', 'provided', 'didn', 'divest', 'direct', 'investments', 'term', 'director', 'tied', 'average', '94', 'progressive', 'president', 'hochul', 'job', 'nearly', 'voters', 'spring', 'facing', 'point', 'positions', 'post', 'position', 'prevails', 'points', 'pensions', 'polling', 'pledged', 'period', 'posted', 'port', 'pope', 'players', 'percentage', 'plans', 'periods', 'polls', 'powers', 'nomination', 'payroll', 'minister', 'midwest', 'mentions', 'men', 'means', 'material', 'market', 'mario', 'march', 'manhattan', 'managed', 'mamdani', 'major', 'lower', 'loved', 'lot', 'longtime', 'local', 'linked', 'link', 'letitia', 'legislature', 'mineola', 'money', 'partners', 'monthly', 'particularly', 'overwhelming', 'oversees', 'overseen', 'overlooked', 'outsiders', 'original', 'opinions', 'opened', 'offered', 'october', 'nys', 'notes', 'private', 'netanyahu', 'necessarily', 'national', 'nation', 'multiple', 'moved', 'months', 'prime', '10', 'probably', 'story', 'testing', 'telecommunications', 'taxpayers', 'tax', 'takes', 'supporter', 'sunrise', 'strongest', 'stronger', 'strong', 'street', 'stop', 'sign', 'stock', 'steward', 'steam', 'standing', 'staff', 'spokesperson', 'souring', 'sought', 'somewhat', 'sole', 'socialists', 'think', 'touting', 'truly', 'undershirt', 'years', 'year', 'worth', 'worked', 'work', 'wonky', 'winter', 'weighing', 'wasted', 'war', 'wall', 'vying', 'voices', 'view', 'victory', 'vacancy', 'utility', 'uses', 'use', 'unsuccessful', 'university', 'unions', 'union', 'significant', 'shouldn', 'problems', 'raj', 'resident', 'reserve', 'rep', 'relied', 'reflect', 'reduce', 'records', 'record', 'legal', 'recent', 'read', 'raises', 'shoulder', 'raised']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'mamdani', 'new', 'opposing', 'political', 'president', 'primary', 'republican', 'seat', 'ap', 'socialists', 'square', 'tests', 'thomas', 'trump', 'washington', 'york', 'mayor', 'lost', 'artificial', 'clout', 'backing', 'beaumont', 'bedayn', 'candidates', 'chosen', 'city', 'donald', 'jesse', 'factions', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'zohran']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday's primaries",0,0,0.0,"['democratic', 'ap', 'seat', 'opposing', 'political', 'president', 'primaries', 'primary', 'republican', 'socialists', 'month', 'square', 'tests', 'trump', 'washington', 'won', 'york', 'new', 'mayor', 'artificial', 'ensured', 'backing', 'candidates', 'chosen', 'city', 'clout', 'donald', 'factions', 'mamdani', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'lost', 'zohran']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday's primaries",0,0,0.0,"['democratic', 'artificial', 'seat', 'opposing', 'political', 'president', 'primaries', 'primary', 'republican', 'socialists', 'month', 'square', 'tests', 'trump', 'washington', 'won', 'york', 'new', 'mayor', 'backing', 'factions', 'candidates', 'chosen', 'city', 'clout', 'donald', 'ensured', 'fellow', 'mamdani', 'governor', 'happen', 'house', 'industry', 'intelligence', 'lost', 'zohran']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'mamdani', 'new', 'opposing', 'political', 'president', 'primary', 'republican', 'seat', 'ap', 'socialists', 'square', 'tests', 'thomas', 'trump', 'washington', 'york', 'mayor', 'lost', 'artificial', 'clout', 'backing', 'beaumont', 'bedayn', 'candidates', 'chosen', 'city', 'donald', 'jesse', 'factions', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'zohran']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'mamdani', 'new', 'opposing', 'political', 'president', 'primary', 'republican', 'seat', 'ap', 'socialists', 'square', 'tests', 'thomas', 'trump', 'washington', 'york', 'mayor', 'lost', 'artificial', 'clout', 'backing', 'beaumont', 'bedayn', 'candidates', 'chosen', 'city', 'donald', 'jesse', 'factions', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'zohran']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'mamdani', 'new', 'opposing', 'political', 'president', 'primary', 'republican', 'seat', 'ap', 'socialists', 'square', 'tests', 'thomas', 'trump', 'washington', 'york', 'mayor', 'lost', 'artificial', 'clout', 'backing', 'beaumont', 'bedayn', 'candidates', 'chosen', 'city', 'donald', 'jesse', 'factions', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'zohran']"
Mamdani tests his political clout in New York's primary as he looks to reshape the Democratic Party,0,0,0.0,"['new', 'york', 'democratic', 'political', '34', 'socialist', 'old', 'parties', 'praise', 'president', 'surging', 'strength', 'taking', 'today', 'trump', 'year', 'office', 'months', 'ago', 'mayor', 'mamdani', 'long', 'like', 'left', 'leaders', 'just', 'far', 'earned', 'donald', 'demonized', 'darling', 'critics', 'city', 'zohran']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'mamdani', 'new', 'opposing', 'political', 'president', 'primary', 'republican', 'seat', 'ap', 'socialists', 'square', 'tests', 'thomas', 'trump', 'washington', 'york', 'mayor', 'lost', 'artificial', 'clout', 'backing', 'beaumont', 'bedayn', 'candidates', 'chosen', 'city', 'donald', 'jesse', 'factions', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'zohran']"
AP Decision Notes: What to expect in New York’s state primary,0,0,0.0,"['york', 'state', 'new', 'incumbent', 'tuesday', 'stage', 'seats', 'relatively', 'primary', 'officeholders', 'nomination', 'key', 'ap', 'appear', 'figure', 'emerged', 'election', 'divided', 'democratic', 'contests', 'closely', 'center', 'campaign', 'ballot', 'house']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'ap', 'seat', 'new', 'opposing', 'political', 'president', 'primaries', 'primary', 'republican', 'socialists', 'mayor', 'square', 'tests', 'trump', 'washington', 'won', 'york', 'month', 'mamdani', 'artificial', 'ensured', 'backing', 'candidates', 'chosen', 'city', 'clout', 'donald', 'factions', 'lost', 'fellow', 'governor', 'happen', 'house', 'industry', 'intelligence', 'zohran']"
Mamdani tests his political clout in New York's primary as he looks to reshape the Democratic Party,0,0,0.0,"['new', 'york', 'democratic', 'political', 'socialist', 'office', 'old', 'parties', 'praise', 'president', '34', 'months', 'surging', 'taking', 'today', 'trump', 'year', 'strength', 'mayor', 'ago', 'mamdani', 'long', 'like', 'left', 'leaders', 'just', 'far', 'earned', 'donald', 'demonized', 'darling', 'critics', 'city', 'ap', 'zohran']"
Mamdani tests his political clout in New York's primary as he looks to reshape the Democratic Party,0,0,0.0,"['new', 'york', 'democratic', 'political', 'socialist', 'office', 'old', 'parties', 'praise', 'president', '34', 'months', 'surging', 'taking', 'today', 'trump', 'year', 'strength', 'mayor', 'ago', 'mamdani', 'long', 'like', 'left', 'leaders', 'just', 'far', 'earned', 'donald', 'demonized', 'darling', 'critics', 'city', 'ap', 'zohran']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'mamdani', 'new', 'opposing', 'political', 'president', 'primary', 'republican', 'seat', 'ap', 'socialists', 'square', 'tests', 'thomas', 'trump', 'washington', 'york', 'mayor', 'lost', 'artificial', 'clout', 'backing', 'beaumont', 'bedayn', 'candidates', 'chosen', 'city', 'donald', 'jesse', 'factions', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'zohran']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'mamdani', 'new', 'opposing', 'political', 'president', 'primary', 'republican', 'seat', 'ap', 'socialists', 'square', 'tests', 'thomas', 'trump', 'washington', 'york', 'mayor', 'lost', 'artificial', 'clout', 'backing', 'beaumont', 'bedayn', 'candidates', 'chosen', 'city', 'donald', 'jesse', 'factions', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'zohran']"
Mamdani tests his political clout in New York's primary as he looks to reshape the Democratic Party,0,0,0.0,"['new', 'york', 'democratic', 'political', 'socialist', 'office', 'old', 'parties', 'praise', 'president', '34', 'months', 'surging', 'taking', 'today', 'trump', 'year', 'strength', 'mayor', 'ago', 'mamdani', 'long', 'like', 'left', 'leaders', 'just', 'far', 'earned', 'donald', 'demonized', 'darling', 'critics', 'city', 'ap', 'zohran']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'mamdani', 'new', 'opposing', 'political', 'president', 'primary', 'republican', 'seat', 'ap', 'socialists', 'square', 'tests', 'thomas', 'trump', 'washington', 'york', 'mayor', 'lost', 'artificial', 'clout', 'backing', 'beaumont', 'bedayn', 'candidates', 'chosen', 'city', 'donald', 'jesse', 'factions', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'zohran']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday’s primaries",0,0,0.0,"['democratic', 'mamdani', 'new', 'opposing', 'political', 'president', 'primary', 'republican', 'seat', 'ap', 'socialists', 'square', 'tests', 'thomas', 'trump', 'washington', 'york', 'mayor', 'lost', 'artificial', 'clout', 'backing', 'beaumont', 'bedayn', 'candidates', 'chosen', 'city', 'donald', 'jesse', 'factions', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'zohran']"
"Jayapal, Omar Host Hearing on Trump's Deadly Assault on Minnesota; Rep. Pramila Jayapal (D-WA) News Release",0,1,1.0,"['mn', 'minnesota', 'trump', 'hearing', '04', 'said', 'community', 'administration', 'jayapal', 'police', 'making', 'rights', 'ice', 'ca', 'agents', 'executive', 'director', 'omar', 'immigration', 'minnesotans', 'assault', 'noem', 'federal', 'feel', 'members', 'did', 'member', 'ask', 'country', 'congressional', 'kelly', 'clear', 'kristi', 'time', 'today', 'lawlessness', 'dhs', '01', '05', 'actions', 'witnesses', 'aclu', 'enforcement', 'patty', 'paul', 'wa', 'process', 'focused', 'violence', 'fear', 'families', 'twin', 'end', 'heard', 'representatives', 'document', 'safe', 'disappeared', 'detention', 'department', 'deepinder', 'deadly', 'series', 'oversight', 'heights', 'sixth', 'md', 'level', '03', 'mayell', 'mayor', '06', 'mccarthy', 'kidnapped', '07', 'mccollum', 'joined', 'host', 'mendota', '12', 'mubashir', 'needs', 'including', 'neighbors', 'il', 'house', 'hosted', 'shadow', 'local', 'terror', 'campaign', 'cities', 'conduct', 'constitutional', 'az', 'continue', 'thank', 'testimony', 'attack', 'betty', 'colleagues', 'chief', 'state', 'tactics', 'threatened', 'ny', 'use', 'ties', 'nj', 'wi', 'welcome', 'morrison', 'theater', 'smith', 'want', 'way', 'observe', 'officer', 'modern', 'operation', 'operations', 'original', 'outside', 'overreach', 'tensions', 'walkinshaw', 'ted', 'moore', 'minnesotan', 'unprecedented', 'mcclain', 'long', 'undermine', 'luz', 'ma', 'makes', 'trust', 'mary', 'trumps', 'matter', 'unidos', 'traveling', 'trauma', 'torn', 'unlawful', 'misconduct', 'tlaib', 'worst', 'workplaces', 'titled', 'menendez', 'metro', 'mi', 'tina', 'min', 'minneapolis', 'workers', 'paint', 'work', 'pa', 'surge', 'panel', 'scanlon', 'retaliation', 'right', 'va', 'rivas', 'rob', 'standing', 'safer', 'val', 'lives', 'violated', 'saint', 'vindicate', 'villains', 'scared', 'starts', 'schools', 'security', 'senators', 'stand', 'sense', 'st', 'spread', 'seven', 'victimized', 'sharing', 'simon', 'simply', 'solidarity', 'representative', 'rep', 'patrol', 'randall', 'pattern', 'slate', 'people', 'pingree', 'subjected', 'political', 'power', 'powerful', 'pramila', 'precedent', 'subcommittee', 'public', 'raise', 'ranking', 'used', 'vt', 'students', 'rashida', 'stop', 'rates', 'status', 'read', 'reason', 'reckless', 'reducing', 'reign', 'relations', 'released', 'tx', 'jacob', 'lived', 'cair', 'corruption', 'cops', 'congress', 'collateral', 'clark', 'city', 'citizens', 'citizen', 'circumstances', 'chuy', 'chicago', 'chellie', 'charges', 'chapter', 'center', 'cease', 'carried', 'council', 'craig', 'crime', 'delaney', 'distract', 'different']"
"Any Moment, Supreme Court Releases Opinions; Source Says, Acting Director of National Intelligence Begins Mass Firings; Voting Underway in New York Primaries. Aired 10-10:30a ET",1,1,0.0,"['guthrie', 'cnn', 'going', 'blitzer', 'trump', 'president', 'people', 'court', 'live', 'nancy', '10', 'pulte', 'brown', 'day', 'law', 'intelligence', 'national', 'supreme', 'ransom', 'll', 'gender', 'right', 'just', 'administration', '00', 'coates', 'today', 'wolf', 'clip', 'video', 'family', 'states', 'died', 'officials', 'note', 'news', 'new', 'want', 'citizenship', 'did', 'laura', 'district', 'birthright', 'second', 'election', 'information', 'think', 'letters', 'big', 'lot', 'major', 'investigation', 'identity', 'come', 'enforcement', 'pazmino', 'comes', 'trying', 'somebody', 'savannah', 'time', 'anchor', 'said', 'political', 'state', 'dni', 'children', 'kevin', 'firing', 'different', 'disappearance', 'transgender', 'ahead', 'security', 'situation', 'ed', 'begin', 'born', 'end', 'break', 'happening', 'gloria', 'shortly', 'house', 'mamdani', 'course', 'democratic', 'united', 'pamela', 'decisions', 'really', 'real', 'quote', 'commercial', 'years', 'thank', 'congress', 'unidentified', 'york', 'essentially', 'zero', 'congressional', 'correspondent', 'white', 'contents', 'elections', 'fact', 'weeks', 'does', 'viewers', 'deep', 'democrat', 'experience', 'perceives', 'tell', 'mother', 'remember', 'recent', 'coming', 'mayor', 'mean', 'months', 'race', 'federal', 'nearly', 'question', 'power', 'obviously', 'open', 'opportunity', 'liptak', 'reporting', 'letter', 'room', 'lavandera', 'kidnapped', 'say', 'jurisdiction', 'joins', 'investigators', 'scale', 'sex', 'sexual', 'important', 'person', 'having', 'sports', 'matter', 'zohran', 'case', 'breaking', 'ballots', '14th', 'amendment', 'actually', 'bans', 'knows', 'agencies', 'hoaxes', 'senior', 'home', 'host', 'identification', 'agency', 'orientation', 'says', 'saying', 'airline', 'involving', 'iran', 'israel', 'birth', 'key', 'alive', 'sent', 'hearing', 'help', 'california', 'taking', 'taken', 'exactly', 'acting', 'subject', 'candidates', 'february', 'female', 'firings', 'know', 'sources', 'source', 'sort', 'forward', 'freed', 'socialists', 'future', 'government', 'kind', 'released', '03', 'later', 'potentially', 'mission', 'moment', 'monitoring', 'away', 'morning', 'multiple', 'plain', 'needs', 'argument', 'number', 'party', 'athletes', 'particular', 'parents', 'pam', 'opinion', 'ask', 'outlets', 'media', 'means', 'backed', 'reading', 'cases', 'believe', 'allow', 'leading', 'learning', 'legal', 'received', 'beg', 'based', 'primary', 'lives', 'looking', 'ban', 'mail', 'analyst', 'match', 'matters', 'priority', 'emotional', 'order', 'tucson', 'discrimination', '30', 'current', 'control', 'democrats', 'vote']"
Mamdani tests his political clout in New York’s primary as he looks to reshape the Democratic Party,0,0,0.0,"['new', 'york', 'democratic', 'political', 'socialist', 'office', 'old', 'parties', 'praise', 'president', '34', 'months', 'surging', 'taking', 'today', 'trump', 'year', 'strength', 'mayor', 'ago', 'mamdani', 'long', 'like', 'left', 'leaders', 'just', 'far', 'earned', 'donald', 'demonized', 'darling', 'critics', 'city', 'ap', 'zohran']"
